School,Make Tournament,Conference Champ,Last 12 Wins,Conference Finish,RPI Rank,NET Rank,Conference,Record,Wins,Losses,Adj. Offensive Efficiency,OE Rank,Adj. Defensive Efficiency,DE Rank,Barthag,T-Rank,Conference Record,SOS,Non-Conf SOS,Conference SOS,Conference Win %,Wins Above Bubble,WAB Rank,Efficiency Avg,Season
Houston,NA,NA,8,1,19,20,Amer,23-8,23,8,112.05256266907645,29,92.1914232156623,20,0.9041023533156934,12,13-5,0.6596167347112114,0.5783235568122966,0.7183284743048722,0.7222222222222222,2.675272260325512,28,24.5,2020
Houston Baptist,NA,NA,3,13,339,344,Slnd,4-25,4,25,103.46867666172467,158,121.26869271365308,352,0.13877436091832954,334,4-16,0.4536388305158845,0.7093089610526798,0.3385872717743265,0.2,-18.16512400913427,337,255,2020
Howard,NA,NA,1,11,353,349,MEAC,4-29,4,29,94.26368379609991,314,121.05368914269272,351,0.05332307031112877,348,1-15,0.3016498467004126,0.449001233492257,0.1775137759023481,0.0625,-25.18448399094032,353,332.5,2020
Idaho,NA,NA,3,10,330,320,BSky,8-24,8,24,93.72292100260736,326,107.2475787074269,279,0.175062032440771,319,4-16,0.41728836106408385,0.3617522816551771,0.4454572801403086,0.2,-19.080939618021308,341,302.5,2020
Idaho State,NA,NA,1,10,308,279,BSky,8-22,8,22,100.75694927737086,207,112.02735021767461,327,0.22804796133959832,296,4-16,0.4396987131343375,0.4500670533800765,0.440151442536159,0.2,-16.629235298642207,325,267,2020
Illinois,NA,NA,7,4,45,39,B10,21-10,21,10,110.90059889052364,39,93.86635944898524,36,0.8718890693096767,29,13-7,0.6799344510012011,0.38854980001403344,0.8401960090441432,0.65,3.001881668879442,24,37.5,2020
Illinois-Chicago,NA,NA,8,4,221,217,Horz,18-17,18,17,96.5925349559873,278,98.26140335546819,94,0.4509103325994129,191,10-8,0.3887260810537945,0.46499644140407076,0.33310146596012113,0.5555555555555556,-11.768183102350513,247,186,2020
Illinois State,NA,NA,4,9,244,196,MVC,10-21,10,21,99.05515190094751,234,101.79513751838924,171,0.42219141139293115,200,5-13,0.5459222668619145,0.4854552043934761,0.5861140295028436,0.2777777777777778,-13.725223271205268,278,202.5,2020
Incarnate Word,NA,NA,5,10,344,346,Slnd,9-22,9,22,92.5587684442473,336,111.65932810898501,324,0.10363240036879227,342,6-14,0.3357984580159908,0.3257052631681556,0.34134971518230006,0.3,-17.830200911335876,334,330,2020
Indiana,NA,NA,4,10,58,56,B10,20-12,20,12,108.06614489487066,68,93.28905447317109,27,0.8443514357433632,36,9-11,0.7232430948495409,0.5307033039253154,0.8388968566777383,0.45,1.8656607821313567,32,47.5,2020
Indiana State,NA,NA,8,3,77,105,MVC,18-12,18,12,105.83894968335616,109,99.9624076777514,130,0.6585705640971498,110,11-7,0.5462690090670815,0.5151198509016282,0.5603853558948703,0.6111111111111112,-4.240941359331959,109,119.5,2020
Iona,NA,NA,6,6,252,224,MAAC,12-17,12,17,101.51754144235461,191,107.16185727538847,278,0.3492697010650302,228,9-11,0.3620825831700523,0.5153714306589913,0.31067304356109754,0.45,-12.884508178706927,267,234.5,2020
Iowa,NA,NA,6,5,53,34,B10,20-11,20,11,117.19215182999949,6,99.69237776515102,122,0.8652789294137945,31,11-9,0.7377710092188596,0.5553189326277024,0.8381196513439964,0.55,3.3421992903239746,23,64,2020
Iowa State,NA,NA,3,9,177,96,B12,12-20,12,20,109.30966526359704,50,100.80084015668814,148,0.7174683974943669,90,5-13,0.7227125240220643,0.5585968280501692,0.8365685971632845,0.2777777777777778,-5.596983294792537,131,99,2020
IUPUI,NA,NA,2,10,335,327,Horz,7-25,7,25,98.85923666409809,239,116.65921094291818,344,0.12966323115883888,336,3-15,0.4043580278295901,0.44468955056704235,0.3685004964831397,0.16666666666666666,-19.357291905862184,343,291.5,2020
Jackson State,NA,NA,9,4,275,289,SWAC,14-17,14,17,93.25119012684465,328,100.72568317780821,146,0.2917921452483768,259,11-7,0.3211765340569531,0.5653097281443725,0.16986742993005055,0.6111111111111112,-12.054424709680163,252,237,2020
Jacksonville,NA,NA,6,6,266,251,ASun,14-18,14,18,95.90561870870988,288,102.90597706614244,193,0.3078503681925485,252,7-9,0.3605408039456262,0.38682124753808983,0.32029987103392593,0.4375,-12.872902490256081,266,240.5,2020
Jacksonville State,NA,NA,5,7,321,284,OVC,13-19,13,19,96.40967408639968,282,105.27242696280138,243,0.26671235352859335,272,8-10,0.3400065457790579,0.38726969018309776,0.3045629341678755,0.4444444444444444,-14.054282149651263,284,262.5,2020
James Madison,NA,NA,1,10,306,280,CAA,9-21,9,21,100.29315626772734,211,109.98367147904077,318,0.2571764291906361,278,2-16,0.43097996857494364,0.38111938646349997,0.4679026701257605,0.1111111111111111,-15.820689162405635,314,264.5,2020
Kansas,NA,NA,12,1,1,2,B12,28-3,28,3,116.08273920534913,7,87.72363359690918,2,0.9616275107520635,1,17-1,0.7374549467474635,0.6381482752145189,0.8091764317434791,0.9444444444444444,10.846609443118776,1,4.5,2020
Kansas State,NA,NA,2,10,184,99,B12,11-21,11,21,102.14846843203064,179,94.80196724779378,51,0.7023110866790794,95,3-15,0.7182131348669208,0.5513534573581566,0.8382349611211877,0.16666666666666666,-7.2657190075004925,169,115,2020
Kennesaw State,NA,NA,0,9,345,352,ASun,1-28,1,28,82.17280337311665,351,112.24576252474918,329,0.026949704070372213,352,0-16,0.4588403048762307,0.5857509127202533,0.35572543600296225,0,-21.847434350940475,348,340,2020
Kent State,NA,NA,6,4,100,117,MAC,20-12,20,12,105.91864607760081,106,101.95576079824481,174,0.6079066876609687,130,9-9,0.4558286357928435,0.3796441281725712,0.515533568517387,0.5,-5.672267259431555,134,140,2020
Kentucky,NA,NA,10,1,17,21,SEC,25-6,25,6,112.78555677256102,23,95.20054081527755,55,0.8753681831306706,28,15-3,0.6547253728926398,0.52695584913460225,0.7470033622734449,0.8333333333333334,5.066093598124705,12,39,2020
La Salle,NA,NA,5,10,149,171,A10,15-15,15,15,99.21066790907133,228,100.08203540743978,135,0.4748802805873562,181,6-12,0.5410114365280241,0.4361977281158363,0.6108872421361494,0.3333333333333333,-7.08238514642815,162,181.5,2020
Lafayette,NA,NA,7,4,169,223,Pat,19-12,19,12,99.84230554932134,221,105.4343892637174,246,0.34825602630707686,230,10-8,0.3633741871111741,0.39589091667304677,0.3287850591034984,0.5555555555555556,-7.655064095311669,177,233.5,2020
Lamar,NA,NA,7,6,237,267,Slnd,17-15,17,15,97.62725372588929,258,101.57300155467631,164,0.38802008794919185,215,10-10,0.34748575139790583,0.38121786253382467,0.3326906122823721,0.5,-10.257447484987665,218,211,2020
Lehigh,NA,NA,5,8,261,288,Pat,11-21,11,21,97.51478080680074,262,107.92745681429099,292,0.23744539849180743,289,7-11,0.4025049173493272,0.49069394686687745,0.3409669892699984,0.3888888888888889,-15.442734748220957,309,277,2020
Liberty,NA,NA,9,1,66,67,ASun,30-4,30,4,105.64315294148982,112,96.03932381701475,62,0.7495203572414508,79,13-3,0.29654086245688405,0.34576036188332454,0.2660621510347393,0.8125,-0.34471943725459087,53,87,2020
Lipscomb,NA,NA,7,3,200,254,ASun,16-16,16,16,100.83433188365419,202,108.37642838493085,296,0.3037476691316321,254,9-7,0.39275965745467833,0.4514313567595082,0.3208064407929126,0.5625,-9.899925794509109,208,249,2020
Little Rock,NA,NA,9,1,88,140,SB,21-10,21,10,105.64378641872014,111,102.92045638275683,194,0.5745255910654191,138,15-5,0.4578756827964833,0.4765254681050566,0.4476183008767677,0.75,-3.7417371465997125,101,152.5,2020
Long Island University,NA,NA,5,5,241,272,NEC,15-18,15,18,97.36769080111188,264,106.42336074238506,266,0.264501281560512,273,9-9,0.3491367815285275,0.45308598430384084,0.27543068597292186,0.5,-13.065044451390994,270,265,2020
Longwood,NA,NA,8,4,304,302,BSth,14-18,14,18,91.40236391022731,340,104.7984660538157,241,0.17181338048980543,321,9-9,0.27002044707729617,0.2945485081077096,0.2552280439457133,0.5,-14.927537413676998,300,290.5,2020
Louisiana,NA,NA,6,8,246,230,SB,14-19,14,19,100.79636951466605,203,106.59536785043693,273,0.3445046168394055,233,8-12,0.4639038765002668,0.4279862285934401,0.48529787614498127,0.4,-12.480515142102291,258,238,2020
Louisiana-Monroe,NA,NA,3,11,287,255,SB,9-20,9,20,96.4170375824668,281,103.01650905195712,196,0.31834828421231964,244,5-15,0.4639584714603443,0.4104867071599458,0.4880207653955238,0.25,-13.885007227358663,279,238.5,2020
Louisiana State,NA,NA,6,2,22,28,SEC,21-10,21,10,118.23576908187502,4,102.53888898437978,186,0.8372685050970328,43,12-6,0.6755532223874908,0.5717491637472376,0.75052282029434,0.6666666666666666,0.8544597465075785,42,95,2020
Louisiana Tech,NA,NA,9,2,75,87,CUSA,22-8,22,8,108.54844636737394,61,97.72650486144633,84,0.7699047391291862,72,13-5,0.445037335330357,0.3536403701767663,0.5059686454327507,0.7222222222222222,-1.780236271542849,69,72.5,2020
Louisville,NA,NA,8,2,11,8,ACC,24-7,24,7,115.13524996977483,10,93.94739232075153,37,0.9120386116858719,9,15-5,0.672894868423658,0.5190605234814055,0.7575037581418969,0.75,4.337804947017899,17,23.5,2020
Loyola (IL),NA,NA,8,2,106,98,MVC,21-11,21,11,103.812606484152,147,96.31670007728424,66,0.7030523425932363,94,13-5,0.501761272909312,0.4263294656164186,0.5555096058510637,0.7222222222222222,-4.2580021559968815,110,106.5,2020
Loyola (MD),NA,NA,6,8,270,248,Pat,15-17,15,17,100.01178597944113,214,109.49523681510358,314,0.2607990504466565,275,7-11,0.331427508527061,0.32453781083584915,0.3383866499527332,0.3888888888888889,-12.713491247944804,263,264,2020
Loyola Marymount,NA,NA,3,8,212,207,WCC,11-21,11,21,101.05085742615648,198,102.39987556041227,182,0.46194671811986676,186,4-12,0.5629172895303944,0.42935283905508814,0.6790480085762037,0.25,-11.595504083628981,243,190,2020
Maine,NA,NA,4,8,302,318,AE,9-22,9,22,92.94238568221803,332,105.66849096698397,254,0.18606869917615604,316,5-11,0.4051617665809368,0.46555016543970895,0.32909383849496526,0.3125,-16.138483865782817,317,293,2020
Manhattan,NA,NA,4,8,262,269,MAAC,13-18,13,18,92.05365110860181,338,102.81305141369688,188,0.21904874851405548,298,8-12,0.3461990510816955,0.3900388357188569,0.32357117879465064,0.4,-14.015004284409912,282,263,2020
Marist,NA,NA,3,11,338,311,MAAC,7-23,7,23,90.25708991854978,343,103.44818026940801,212,0.17240185314432424,320,6-14,0.3087856836163411,0.2792490168394661,0.3282465296614338,0.3,-20.047618363778373,345,277.5,2020
Marquette,NA,NA,5,6,41,26,BE,18-12,18,12,113.94485104290743,16,97.4388496674541,82,0.8581038962764371,33,8-10,0.7256473854277607,0.5565563559277299,0.8383747384277814,0.4444444444444444,1.2155318651370517,36,49,2020
Marshall,NA,NA,7,4,172,172,CUSA,17-15,17,15,100.89509061915186,201,98.789904331326,106,0.5603265180040935,146,10-8,0.49196875351267805,0.4830397228148548,0.5010901018893552,0.5555555555555556,-8.341287334220432,185,153.5,2020
Maryland,NA,NA,9,1,13,18,B10,24-7,24,7,112.64689370443212,25,94.74909747088653,49,0.8797215951119601,26,14-6,0.7244062933741403,0.5153097351375571,0.839409400404261,0.7,6.831129944282334,5,37,2020
Maryland-Baltimore County,NA,NA,8,4,226,236,AE,16-17,16,17,97.5738571700706,260,106.22356853217487,263,0.27353341284548205,270,8-8,0.3450112468109712,0.35265645439424925,0.31819107958114307,0.5,-12.159145978551653,254,261.5,2020
Maryland-Eastern Shore,NA,NA,3,9,351,350,MEAC,5-27,5,27,82.09572124118534,352,107.95773266010106,293,0.04111809199740484,350,4-12,0.3578867169499576,0.5819138795790627,0.16587311576216926,0.25,-20.887178477936768,347,322.5,2020
Massachusetts,NA,NA,7,8,135,132,A10,14-17,14,17,101.96206655402719,183,101.94741892002742,173,0.5004130454073232,172,8-10,0.6002910281797889,0.5411658322907914,0.6429925585440647,0.4444444444444444,-7.261729839394339,168,178,2020
Massachusetts-Lowell,NA,NA,5,6,277,257,AE,13-19,13,19,104.32343897758773,137,114.66343192622034,342,0.25221971733113024,280,7-9,0.3461135878277507,0.37039900834537265,0.32083568325867046,0.4375,-14.402482285044812,292,239.5,2020
McNeese State,NA,NA,5,6,300,295,Slnd,15-17,15,17,102.94198785247904,167,112.12642401623147,328,0.2723353112137028,271,10-10,0.3301104328541632,0.393382894889975,0.2924150959797277,0.5,-12.34561684897297,257,247.5,2020
Memphis,NA,NA,7,5,43,59,Amer,21-10,21,10,100.15646044964001,213,89.21518601112521,5,0.7908979281242502,63,10-8,0.6222048761291664,0.4938556978193632,0.7149015049084686,0.5555555555555556,-0.002690655167863043,51,109,2020
Mercer,NA,NA,9,4,203,187,SC,17-15,17,15,100.420163897635,210,102.07528432812884,178,0.4531385875520542,190,11-7,0.43005100476327235,0.33773176616525014,0.49256090393029367,0.6111111111111112,-9.061393066466556,200,194,2020
Merrimack,NA,NA,9,1,152,216,NEC,20-11,20,11,93.2535497648606,327,97.85098354676057,86,0.3650709286014445,222,14-4,0.34373319994372653,0.44067029426833176,0.273723076264845,0.7777777777777778,-6.675755030541635,156,206.5,2020
Miami (FL),NA,NA,5,10,97,103,ACC,15-16,15,16,107.20464148836538,81,100.19145734987447,139,0.6852599263402921,102,7-13,0.6988698515343421,0.5291005640920089,0.7801659100679688,0.35,-3.347440349092026,94,110,2020
Miami (OH),NA,NA,4,6,208,206,MAC,13-19,13,19,101.60195702754963,190,106.06922286474727,259,0.3787552301385202,219,5-13,0.4739710852619132,0.37874812785090545,0.533790859744062,0.2777777777777778,-12.60739104642615,260,224.5,2020
Michigan,NA,NA,8,9,52,24,B10,19-12,19,12,113.0229957367152,21,93.10968561309217,26,0.902810544122241,14,10-10,0.7400654455342699,0.5574603348188991,0.8404982564277239,0.5,2.795526709257864,26,23.5,2020
Michigan State,NA,NA,8,1,23,7,B10,22-9,22,9,114.77118684851922,11,91.33067749367865,11,0.9325928656887611,5,14-6,0.7390799002540663,0.5508206044629114,0.8426225129392018,0.7,5.220467884504152,10,11,2020
Middle Tennessee,NA,NA,4,14,314,296,CUSA,8-23,8,23,96.9712277911625,269,108.41958983704367,299,0.21698281529473176,303,4-14,0.48565526870604087,0.47191150175031404,0.4955813226185103,0.2222222222222222,-16.798426123327083,326,284,2020
Milwaukee,NA,NA,4,7,289,262,Horz,12-19,12,19,96.09099367144591,286,104.42965867535968,232,0.27747754650447864,268,7-11,0.36544052593264287,0.38196372726238453,0.35205217636741726,0.3888888888888889,-14.192513448382796,288,259,2020
Minnesota,NA,NA,4,12,118,42,B10,15-16,15,16,111.9223998623838,30,94.39299462461469,43,0.8764135856510025,27,8-12,0.7533778472557952,0.5852917807666839,0.842745939033027,0.4,-1.5222229685940136,67,36.5,2020
Mississippi,NA,NA,5,12,153,97,SEC,15-17,15,17,102.95052362292392,166,96.48302797544957,69,0.6783361991722433,103,6-12,0.6468423883161541,0.4638020546715091,0.7749132064601152,0.3333333333333333,-5.517782151843262,129,117.5,2020
Mississippi State,NA,NA,8,4,49,50,SEC,20-11,20,11,113.58132139069036,18,99.81354847314631,126,0.8154732360587008,49,11-7,0.6595449185459846,0.5353667054889886,0.7492291835315928,0.6111111111111112,-0.5120603319166375,57,72,2020
Mississippi Valley State,NA,NA,2,9,352,351,SWAC,4-27,4,27,89.20895539260283,345,119.02566267939986,349,0.035022521051696086,351,3-15,0.34384169875759474,0.5448578695181734,0.19866335320828785,0.16666666666666666,-22.240159590312107,350,347,2020
Missouri,NA,NA,6,10,141,84,SEC,15-16,15,16,103.47403313843844,156,96.43472390413265,68,0.6921574547812569,100,7-11,0.6586646612362488,0.5240406408654285,0.7558931203929524,0.3888888888888889,-4.6309027307108535,114,112,2020
Missouri-Kansas City,NA,NA,7,4,224,252,WAC,16-14,16,14,98.01007515504924,254,102.49964971637377,183,0.3740046644076967,220,8-7,0.3808034932674373,0.4318396627010738,0.32976732383380103,0.5333333333333333,-8.72786247087684,189,218.5,2020
Missouri State,NA,NA,6,6,174,119,MVC,16-17,16,17,104.71857684441906,128,99.80272741529151,125,0.6348155059869541,120,9-9,0.5337917856869164,0.4852298269703101,0.5629814354550982,0.5,-8.995028593757747,198,126.5,2020
Monmouth,NA,NA,6,3,160,209,MAAC,18-13,18,13,98.41653198306524,246,101.7955811049122,172,0.40414687866395427,208,12-8,0.3636550369279623,0.4697838008258346,0.3052842167841328,0.6,-8.204428322045402,184,209,2020
Montana,NA,NA,7,3,124,141,BSky,18-13,18,13,102.51719076741816,173,100.00447095433282,132,0.5708645726158642,141,14-6,0.42584412090977636,0.46111105418530496,0.4064473076082356,0.7,-6.8231911419922255,157,152.5,2020
Montana State,NA,NA,6,5,190,229,BSky,16-15,16,15,96.34335676962078,283,101.20278323964008,153,0.3621857543967019,225,10-10,0.4174655674352048,0.4003461363629912,0.4268812545249222,0.5,-9.667382935671444,207,218,2020
Morehead State,NA,NA,4,8,325,321,OVC,13-19,13,19,94.66141817697012,309,107.4744251238174,285,0.18848511613881636,313,7-11,0.34003660576663436,0.35133317821271337,0.3332752351862162,0.3888888888888889,-14.32662240994586,290,297,2020
Morgan State,NA,NA,7,6,316,313,MEAC,15-16,15,16,91.78420012269046,339,106.89106448225542,274,0.1477629211370127,328,9-7,0.263429523767233,0.3882253413841227,0.14643344475139894,0.5625,-12.619388198507963,261,306.5,2020
Mount St. Mary's,NA,NA,3,7,313,299,NEC,11-21,11,21,96.86462060312837,272,107.48992574293715,286,0.23201786860277404,293,7-11,0.3443696367971908,0.40161107189966544,0.2964430841929804,0.3888888888888889,-16.36618869472423,319,279,2020
Murray State,NA,NA,9,1,145,133,OVC,23-9,23,9,102.51650393313375,174,98.29291886158299,95,0.6186508801948472,125,15-3,0.33800249826824713,0.3374389047064909,0.3081184412185176,0.8333333333333334,-4.844233385459452,118,134.5,2020
Navy,NA,NA,4,6,238,243,Pat,14-16,14,16,98.10716578316683,253,106.42367391085745,267,0.2817640981465613,265,8-10,0.36100626385320955,0.3837069545376181,0.3360767408637097,0.4444444444444444,-11.691330253282608,246,260,2020
Nebraska,NA,NA,0,14,251,199,B10,7-25,7,25,101.44310890583253,193,100.45521193260424,143,0.5281055584520539,159,2-18,0.7366658870780253,0.5030621782006828,0.8597636495272946,0.1,-10.358117132770115,220,168,2020
Nevada,NA,NA,8,2,91,89,MWC,19-12,19,12,110.08798064994548,44,100.16872600356163,138,0.7476040161510489,80,12-6,0.5633391170923571,0.571623541571888,0.5707591577114122,0.6666666666666666,-3.7052887617872234,99,91,2020
Nevada-Las Vegas,NA,NA,7,2,115,108,MWC,17-15,17,15,107.50005270136063,75,100.06868487393282,134,0.6950417845823929,97,12-6,0.5964818156924809,0.5740917342571507,0.6109833100984344,0.6666666666666666,-5.857943832828845,140,104.5,2020
New Hampshire,NA,NA,7,4,248,238,AE,15-15,15,15,94.25316452471755,315,102.12611988546027,179,0.28443303281065324,263,8-8,0.3300091827949124,0.34569625944305243,0.3168413039408244,0.5,-10.856370040273008,230,247,2020
New Mexico,NA,NA,3,7,144,143,MWC,19-14,19,14,104.3134562219626,138,102.8789279789367,190,0.5397277221634003,153,7-11,0.5241250356440742,0.43109941346455816,0.5898758293819875,0.3888888888888889,-5.692351143231691,135,164,2020
New Mexico State,NA,NA,12,1,92,104,WAC,25-6,25,6,107.66834273916768,72,98.99711197814608,112,0.7242409422372592,86,16-0,0.36934787291096044,0.4479792472150509,0.29563095950087553,1,-1.415055090453698,65,92,2020
New Orleans,NA,NA,3,11,332,335,Slnd,9-21,9,21,99.90987423864273,218,114.75702953014408,343,0.16891889192773527,323,5-15,0.37240642933739393,0.477488329237625,0.3198654793872783,0.25,-15.511803282273535,311,280.5,2020
Niagara,NA,NA,5,6,249,309,MAAC,12-20,12,20,98.9446608641561,237,112.53596539338687,331,0.1853987637059226,317,9-11,0.39711506668737606,0.5451340419590941,0.3269402909650615,0.45,-14.627398523607916,298,284,2020
Nicholls State,NA,NA,9,2,164,192,Slnd,21-10,21,10,99.95580892595748,216,101.21049999782426,154,0.46419768242030773,185,15-5,0.34163352976419326,0.43115749925197294,0.29239534654591426,0.75,-4.704551682144223,116,185,2020
NJIT,NA,NA,4,8,309,310,ASun,9-21,9,21,94.56687623875564,310,104.65606883730598,236,0.2376186247620099,288,6-10,0.39748799476731217,0.45070508233408596,0.32900455880471763,0.375,-15.089688137700097,305,273,2020
Norfolk State,NA,NA,8,2,264,247,MEAC,16-15,16,15,94.20038285306299,318,101.71152924602832,169,0.29271406264996847,258,12-4,0.2629291420449081,0.38372114673815605,0.14968663764498819,0.75,-11.516748443929576,241,243.5,2020
North Alabama,NA,NA,6,5,288,298,ASun,13-17,13,17,95.1545774909504,303,105.59168520311475,250,0.23202987789271434,292,8-8,0.3640868657575252,0.40967201064519804,0.3297005959988085,0.5,-11.579905931078338,242,276.5,2020
North Carolina,NA,NA,4,13,112,80,ACC,14-19,14,19,108.16996963969082,66,98.32147767675356,96,0.7498485687844648,78,6-14,0.7291240280324867,0.6554224996478817,0.7686992494583675,0.3,-4.9947759357640855,122,81,2020
North Carolina-Asheville,NA,NA,6,5,293,277,BSth,15-16,15,16,99.05846860476703,233,110.64135591450537,320,0.21896428247227553,299,8-10,0.28968052473743405,0.35573234403695936,0.24583198220152117,0.4444444444444444,-12.573624868621023,259,276.5,2020
North Carolina-Greensboro,NA,NA,9,3,73,82,SC,23-9,23,9,103.20337651307139,163,95.57589694623053,58,0.707439457125462,93,13-5,0.4426515431857663,0.4019968005522403,0.46484078913125654,0.7222222222222222,-2.57058757816902,83,110.5,2020
North Carolina-Wilmington,NA,NA,5,9,311,297,CAA,10-22,10,22,92.2211355373802,337,103.9794653610762,221,0.20100144372552634,308,5-13,0.45143684657238364,0.4290932826815557,0.47412701091254206,0.2777777777777778,-15.938907772172017,315,279,2020
North Carolina A&T,NA,NA,9,2,225,263,MEAC,17-15,17,15,92.73860312875578,334,101.41563326382844,160,0.2633579367584224,274,12-4,0.3265132844214219,0.5323170415066903,0.15064665053587284,0.75,-9.942311559631737,209,247,2020
North Carolina Central,NA,NA,10,1,201,256,MEAC,18-13,18,13,93.97226473009215,322,104.36385328474461,230,0.23038074786308627,295,13-3,0.2937712780209651,0.4686614448895113,0.1547470308549227,0.8125,-8.455602613754946,187,276,2020
North Carolina State,NA,NA,5,6,55,53,ACC,20-12,20,12,110.62455250930293,41,96.53524044762791,70,0.8273112582601004,46,10-10,0.6604683655030469,0.4712712851024291,0.7664255875627753,0.5,-0.5036200557252197,56,55.5,2020
North Dakota,NA,NA,5,6,219,249,Sum,15-18,15,18,101.75176255254493,186,108.39773214907535,298,0.32571793457132947,241,7-9,0.43583660060185725,0.46982360135220086,0.4021384840002863,0.4375,-11.350986650350904,238,242,2020
North Dakota State,NA,NA,10,1,109,130,Sum,25-8,25,8,105.99965235556016,105,101.64382482293554,167,0.6183502625826279,126,13-3,0.37133581106457286,0.3807611075570182,0.3662900166991917,0.8125,-3.1595461739771586,90,136,2020
North Florida,NA,NA,10,1,140,175,ASun,21-12,21,12,112.27677532907978,27,110.8305728590573,322,0.5372036662153202,154,13-3,0.3936244927465736,0.5214798979336026,0.29218490699004845,0.8125,-4.9504721798649065,121,174.5,2020
North Texas,NA,NA,9,1,78,95,CUSA,20-11,20,11,111.55594899826775,32,100.34406514729035,141,0.7717281583745613,69,14-4,0.5168938353997836,0.5204378409717738,0.5143342758200127,0.7777777777777778,-3.5083677053541713,96,86.5,2020
Northeastern,NA,NA,5,6,191,128,CAA,17-16,17,16,105.90312586234484,107,101.21977937619826,156,0.6271832396134799,121,9-9,0.4386241069222379,0.4366628693669407,0.42753874585062923,0.5,-10.683442391081314,226,131.5,2020
Northern Arizona,NA,NA,6,5,207,227,BSky,16-14,16,14,101.67031943835353,187,107.81859808818342,291,0.337329062887164,236,10-10,0.4091950785939232,0.3845854578964361,0.4293267637705453,0.5,-9.000204900278451,199,239,2020
Northern Colorado,NA,NA,10,2,104,100,BSky,22-9,22,9,109.26874033859522,51,101.13199059066076,152,0.708872491922181,92,15-5,0.40057023572941447,0.41456208880387424,0.3928747165384615,0.75,-3.715958187352631,100,101.5,2020
Northern Illinois,NA,NA,8,1,170,174,MAC,18-13,18,13,99.17100169599576,230,100.72833502182306,147,0.4553226918618702,188,11-7,0.443019792865352,0.3610295200591854,0.50223498989202775,0.6111111111111112,-7.254305408529357,167,188.5,2020
Northern Iowa,NA,NA,9,1,27,48,MVC,25-6,25,6,111.83453452967728,31,99.81576908389721,127,0.7870917758179239,64,14-4,0.5074360607409251,0.44585884329702763,0.5462298041365502,0.7777777777777778,0.8847372160870443,41,79,2020
Northern Kentucky,NA,NA,9,2,128,150,Horz,23-9,23,9,100.79305368555637,204,101.09618235065722,151,0.49136745490235023,175,13-5,0.3626709034717106,0.41150369425145056,0.32870410600367883,0.7222222222222222,-4.2857644566495345,111,177.5,2020
Northwestern,NA,NA,2,13,228,164,B10,8-23,8,23,105.35371196308273,116,99.951519149201,129,0.6468766766021056,116,3-17,0.7299789041035508,0.47433741979236743,0.850477912181768,0.15,-8.963316660613222,197,122.5,2020
Northwestern State,NA,NA,7,4,290,301,Slnd,15-15,15,15,98.5182197198373,245,106.15144203923246,261,0.2977175183869633,255,11-9,0.33172312945511745,0.4064216566837262,0.3038040238125657,0.55,-10.868927099432211,231,253,2020
Notre Dame,NA,NA,8,6,90,52,ACC,20-12,20,12,111.17278957297599,35,98.51281862979116,97,0.8006462326532839,55,10-10,0.6220258406318029,0.39073598056934156,0.754491372705096,0.5,-1.1324360193361587,63,66,2020
Oakland,NA,NA,6,6,240,222,Horz,14-19,14,19,99.13076813458653,231,104.67432681104327,237,0.3484723074394241,229,8-10,0.40811309658697653,0.5142456682968205,0.3442650335845615,0.4444444444444444,-13.029010340471691,269,234,2020
Ohio,NA,NA,6,5,179,158,MAC,17-15,17,15,103.55500301426778,152,101.55574978133984,163,0.5558145259537196,148,8-10,0.4652352037249705,0.4150356010983428,0.5093551926535873,0.4444444444444444,-8.198649294525223,183,157.5,2020
Ohio State,NA,NA,9,5,36,16,B10,21-10,21,10,114.5593688030597,12,92.63992383516029,22,0.9199957668031125,8,11-9,0.7192648696773712,0.509480104721037,0.8346464904033555,0.55,3.796573290256988,20,17,2020
Oklahoma,NA,NA,6,3,39,46,B12,19-12,19,12,108.21208172709373,65,93.42366366477981,30,0.8442118005505908,37,9-9,0.7408010859575365,0.6276788331858463,0.8225004907370905,0.5,2.1236048777878724,30,47.5,2020
Oklahoma State,NA,NA,7,7,62,64,B12,18-14,18,14,107.21487829820204,80,94.68349401549594,47,0.8068072551147905,53,7-11,0.734381495166072,0.6078835087014636,0.8266807685944999,0.3888888888888889,-0.019515713109028443,52,63.5,2020
Old Dominion,NA,NA,6,6,234,173,CUSA,13-19,13,19,98.63633399235964,243,98.0310251991973,90,0.5176901942501477,165,9-9,0.5159408538698768,0.5470968682225125,0.4958873878936168,0.5,-11.405763255698472,239,166.5,2020
Omaha,NA,NA,6,4,176,234,Sum,16-16,16,16,102.23985909242244,175,107.28098086149713,281,0.3650545374455134,223,9-7,0.46153783080046573,0.5250995484229214,0.3972990459589438,0.5625,-8.810158557492715,193,228,2020
Oral Roberts,NA,NA,7,4,186,144,Sum,17-14,17,14,107.5009807029739,74,106.16347075833325,262,0.5359326239284432,155,9-7,0.4196143167226152,0.4617319832454789,0.3763827022614158,0.5625,-7.188638156284513,164,168,2020
Oregon,NA,NA,9,1,8,12,P12,24-7,24,7,117.50044173547037,5,97.36522936601938,80,0.8967560050184333,18,13-5,0.6927083413736534,0.6055626065333978,0.7556469276471716,0.7222222222222222,4.757135699564404,13,42.5,2020
